Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
9360,-26546.4434960352,33143.320652009,-0.00958423916457487,-2.39129532920158,-1.91532474094522,-6.55148257201127e-07,-0.57825599127628,0.308249780697198,0.516880388200463,-0.00235689093059034,-0.000130079165447219,-0.00112154830730564,-26546.4434095241,33143.3235030664,0,-2.391295905937,-1.91532692528086,0,-0.57825599127628,0.308249780697198,0.516880388200463,-0.00235689093059034,-0.00013007916544722,-0.000121548307305636
9370,-26570.3495358001,33124.1587796055,-0.0095907647961915,-2.3899128261912,-1.91704956165472,-6.49964676371278e-07,-0.583763380959494,0.303182529947879,0.524062646445321,-0.00235701368856594,-0.000127620856722069,-0.00112244893333718,-26570.3494569457,33124.1616088627,0,-2.38991337096739,-1.91705174921264,0,-0.583763380959494,0.303182529947879,0.524062646445321,-0.00235701368856594,-0.000127620856722069,-0.000122448933337178
9380,-26594.2417443291,33104.979663987,-0.00959723819429509,-2.38852907898577,-1.9187733848797,-6.44701954266478e-07,-0.589276554870614,0.29801282851139,0.531263923681068,-0.00235713886950984,-0.000125155285401309,-0.0011233216978363,-26594.2416727965,33104.9824714086,0,-2.38852959189694,-1.91877557519314,0,-0.589276554870614,0.29801282851139,0.531263923681068,-0.00235713886950984,-0.00012515528540131,-0.000123321697836292
9390,-26618.1201091838,33085.7833151326,-0.00960365857940463,-2.38714408829944,-1.92049620971748,-6.39362471223095e-07,-0.594795167074826,0.292739060963293,0.538484051334206,-0.00235726645491894,-0.000122682935719039,-0.00112416660164697,-26618.120044639,33085.7861006883,0,-2.387144569446,-1.920498402325,0,-0.594795167074826,0.292739060963293,0.538484051334206,-0.00235726645491894,-0.000122682935719039,-0.000124166601646962
9400,-26641.9846179329,33066.5697430304,-0.00961002519565926,-2.38575785484724,-1.92221803526588,-6.33948570647565e-07,-0.600318850501517,0.28735958003659,0.545722841635858,-0.00235739642663407,-0.000120204290338603,-0.0011249836504845,-26641.9845600432,33066.5725066946,0,-2.38575830433557,-1.92222022971139,0,-0.600318850501517,0.28735958003659,0.545722841635858,-0.00235739642663407,-0.000120204290338604,-0.000124983650484492
9410,-26665.8352581526,33047.3389576776,-0.00961633731044054,-2.38437037934511,-1.92393886062321,-6.28462557354467e-07,-0.60584721612181,0.281872706243869,0.552980086771668,-0.00235752876684333,-0.000117719830281229,-0.00112577285490619,-26665.8352065859,33047.3416994295,0,-2.3843707972873,-1.92394105645597,0,-0.60584721612181,0.281872706243869,0.552980086771668,-0.00235752876684333,-0.00011771983028123,-0.000125772854906189
9420,-26689.6720174257,33028.0909690804,-0.00962259421397875,-2.38298166250985,-1.92565868488828,-6.22906696016732e-07,-0.611379852097355,0.276276727507371,0.560255557998664,-0.0023576634580847,-0.000115230034855343,-0.00112653423028147,-26689.6719718515,33028.093688904,0,-2.38298204902346,-1.92566088166297,0,-0.611379852097355,0.276276727507371,0.560255557998664,-0.0023576634580847,-0.000115230034855344,-0.000126534230281463
9430,-26713.4948833427,33008.825787254,-0.00962879521894411,-2.38159170505918,-1.92737750716041,-6.17283209728405e-07,-0.61691632289946,0.270569898798159,0.567549004727911,-0.00235780048324792,-0.000112735381586573,-0.00112726779676138,-26713.4948434314,33008.8284851377,0,-2.38159206026701,-1.92737970443711,0,-0.61691632289946,0.270569898798159,0.567549004727911,-0.00235780048324792,-0.000112735381586574,-0.000127267796761373
9440,-26737.3038435009,32989.5434222225,-0.00963493966002437,-2.38020050771168,-1.92909532653944,-6.11594278680505e-07,-0.622456168397676,0.264750441785688,0.5748601535718,-0.00235793982557573,-0.000110236346148444,-0.00112797357924761,-26737.3038089243,32989.5460981596,0,-2.38020083174151,-1.92909752388362,0,-0.622456168397676,0.264750441785688,0.5748601535718,-0.00235793982557573,-0.000110236346148445,-0.000127973579247611
9450,-26761.0988855049,32970.2438840192,-0.00964102689348953,-2.37880807118682,-1.93081214212575,-6.05842038951712e-07,-0.627998902916895,0.258816544499127,0.582188707354729,-0.00235808146866442,-0.000107733402293771,-0.00112865160736095,-26761.0988559361,32970.2465380075,0,-2.37880836417119,-1.93081433910829,0,-0.627998902916895,0.258816544499127,0.582188707354729,-0.00235808146866442,-0.000107733402293771,-0.000128651607360942
9460,-26784.8799969667,32950.9271826862,-0.00964705629674527,-2.37741439620491,-1.93252795302024,-6.00028581412695e-07,-0.633544014262046,0.252766361001909,0.58953434408597,-0.00235822539646364,-0.000105227021786758,-0.0011293019154091,-26784.87997208,32950.9298147279,0,-2.37741465828093,-1.93253014921741,0,-0.633544014262046,0.252766361001909,0.58953434408597,-0.00235822539646364,-0.000105227021786758,-0.000129301915409092
9470,-26808.6471655052,32931.5933282748,-0.00965302726787574,-2.37601948348717,-1.93424275832439,-5.94155950744397e-07,-0.63909096270941,0.246598011081072,0.596896715893419,-0.00235837159327572,-0.000102717674335805,-0.00112992454235412,-26808.6471449764,32931.5959383765,0,-2.37601971479624,-1.93424495331779,0,-0.63909096270941,0.246598011081072,0.596896715893419,-0.00235837159327572,-0.000102717674335805,-0.000129924542354117
9480,-26832.4003787467,32912.242330845,-0.00965893922517732,-2.37462333375563,-1.93595655714022,-5.88226144572039e-07,-0.644639179963617,0.240309579953057,0.604275447916957,-0.00235852004375413,-0.000100205827527028,-0.00113051953177924,-26832.400362253,32912.2449190178,0,-2.37462353444329,-1.93595875051677,0,-0.644639179963617,0.240309579953057,0.604275447916957,-0.00235852004375413,-0.000100205827527029,-0.000130519531779234
9490,-26856.1396243246,32892.874200466,-0.00966479160668419,-2.37322594773321,-1.93766934857033,-5.8224111271289e-07,-0.65018806807934,0.233899117987755,0.611670137160084,-0.00235867073290152,-9.76919467585037e-05,-0.00113108693185514,-26856.1396115448,32892.8767667255,0,-2.37322611794887,-1.93767153992222,0,-0.65018806807934,0.233899117987755,0.611670137160084,-0.00235867073290152,-9.76919467585043e-05,-0.000131086931855136
9500,-26879.8648898797,32873.488947216,-0.00967058386968693,-2.37182732614366,-1.93938113171787,-5.76202756537476e-07,-0.6557369983467,0.227364640452688,0.619080351298476,-0.00235882364606702,-9.51764951752329e-05,-0.00113162679530581,-26879.864880494,32873.4914915817,0,-2.37182746604043,-1.93938332064252,0,-0.6557369983467,0.227364640452688,0.619080351298476,-0.00235882364606702,-9.51764951752336e-05,-0.000131626795305807
9510,-26903.5761630598,32854.086581182,-0.00967631549024538,-2.37042746971156,-1.94109190568661,-5.70112928445007e-07,-0.661285310139407,0.220704127279366,0.6265056274441,-0.00235897876894295,-9.26599336048401e-05,-0.00113213917937382,-26903.57615675,32854.0891036779,0,-2.37042757944607,-1.94109409178658,0,-0.661285310139407,0.220704127279366,0.6265056274441,-0.00235897876894295,-9.26599336048408e-05,-0.000132139179373818
9520,-26927.2734315202,32834.66711246,-0.00968198596269673,-2.36902637916233,-1.94280166958089,-5.63973431451153e-07,-0.666832309724632,0.213915522853958,0.633945470863472,-0.00235913608756101,-9.01427204940046e-05,-0.00113262414578515,-26927.2734279697,32834.6696131142,0,-2.36902645889452,-1.94280385246385,0,-0.666832309724632,0.213915522853958,0.633945470863472,-0.00235913608756101,-9.01427204940052e-05,-0.000132624145785142
9530,-26950.9566829233,32815.2305511551,-0.00968759479916014,-2.3676240552222,-1.94451042250565,-5.57786018888212e-07,-0.672377269033613,0.206996735834585,0.641399353648647,-0.00235929558828779,-8.76253118456322e-05,-0.00113308176071348,-26950.9566818171,32815.2330299998,0,-2.36762410511515,-1.9445126017843,0,-0.672377269033613,0.206996735834585,0.641399353648647,-0.00235929558828779,-8.76253118456329e-05,-0.000133081760713478
9540,-26974.6259049388,32795.7769073811,-0.00969314152903881,-2.36622049861824,-1.94621816356644,-5.51552394215239e-07,-0.677919424392017,0.199945638997667,0.648866713339504,-0.00235945725781982,-8.51081611567716e-05,-0.0011335120947441,-26974.6259059637,32795.7793644526,0,-2.36622051883798,-1.9462203388584,0,-0.677919424392017,0.199945638997667,0.648866713339504,-0.00235945725781982,-8.51081611567723e-05,-0.000133512094744094
9550,-26998.2810852436,32776.306191261,-0.00969862569852081,-2.36481571007831,-1.94792489186943,-5.45274210939146e-07,-0.683457975209035,0.192760069115919,0.656346951495853,-0.00235962108317799,-8.25917193572788e-05,-0.00113391522283721,-26998.281088088,32776.3086265997,0,-2.36481570079368,-1.94792706279719,0,-0.683457975209035,0.192760069115919,0.656346951495853,-0.00235962108317799,-8.25917193572794e-05,-0.000133915222837205
9560,-27021.9222115221,32756.8184129266,-0.00970404687007959,-2.36340969033106,-1.94963060652139,-5.38953072643419e-07,-0.688992082624258,0.185437826870743,0.663839432217908,-0.00235978705170152,-8.00764347492348e-05,-0.00113429122429089,-27021.9222158761,32756.8208265768,0,-2.36340965171353,-1.94963277271221,0,-0.688992082624258,0.185437826870743,0.663839432217908,-0.00235978705170152,-8.00764347492355e-05,-0.000134291224290887
9570,-27045.5492714657,32737.3135825186,-0.00970940462197533,-2.36200244010596,-1.95133530662972,-5.32590533123545e-07,-0.694520868111335,0.177976676801949,0.671343480613623,-0.00235995515104134,-7.7562752947121e-05,-0.00113464018270354,-27045.5492770213,32737.3159745285,0,-2.36200237232949,-1.95133746771552,0,-0.694520868111335,0.177976676801949,0.671343480613623,-0.00235995515104134,-7.75627529471216e-05,-0.000134640182703537
9580,-27069.1622527734,32717.7917101867,-0.00971469854775819,-2.36059396013322,-1.95303899130247,-5.26188096628805e-07,-0.70004341203746,0.170374347297898,0.678858381211415,-0.00236012536915299,-7.50511168187541e-05,-0.00113496218593589,-27069.1622592241,32717.7940806085,0,-2.36059386337413,-1.95304114691974,0,-0.70004341203746,0.170374347297898,0.678858381211415,-0.00236012536915299,-7.50511168187548e-05,-0.000134962185935886
9590,-27092.7611431511,32698.2528060895,-0.00971992825577449,-2.35918425114386,-1.9547416596483,-5.19747218206502e-07,-0.705558752177745,0.162628530629357,0.686383376316751,-0.00236029769428907,-7.2541966426988e-05,-0.00113525732607258,-27092.7611501926,32698.2551549791,0,-2.35918412558068,-1.95474380943799,0,-0.705558752177745,0.162628530629357,0.686383376316751,-0.00236029769428907,-7.25419664269886e-05,-0.000135257326072579
9600,-27116.3459303125,32678.6968803945,-0.00972509336867683,-2.35777331386965,-1.95644331077652,-5.13269304148109e-07,0.70327366857575,-0.153041199303066,-0.686313369403964,-0.00236047211499117,-7.00357389721821e-05,-0.00113552569938333,-27116.345937642,32678.6992078116,0,-2.357773159683,-1.95644545438393,0,0.70327366857575,-0.153041199303066,-0.686313369403964,-0.00236047211499117,-7.00357389721828e-05,-0.000135525699383322
9610,-27139.9166019782,32659.1239432782,-0.00973019352293917,-2.35636114904311,-1.95814394379708,-5.06755712535085e-07,0.697704575736914,-0.142836119565144,-0.682998727335457,-0.00236064862008136,-6.75328687354435e-05,-0.00113576740628362,-27139.916609295,32659.1262492863,0,-2.35636096641559,-1.95814608087176,0,0.697704575736914,-0.142836119565144,-0.682998727335457,-0.00236064862008136,-6.75328687354442e-05,-0.000135767406283614
9620,-27163.4731458764,32639.5340049257,-0.00973522836837787,-2.35494775739753,-1.95984355782058,-5.00207753881788e-07,0.692124999117952,-0.132765975391695,-0.679624906921821,-0.00236082719865326,-6.50337870226433e-05,-0.00113598255129506,-27163.4731528816,32639.536289592,0,-2.35494754651359,-1.95984568801619,0,0.692124999117952,-0.132765975391695,-0.679624906921821,-0.00236082719865326,-6.50337870226439e-05,-0.000135982551295057
9630,-27187.0155497424,32619.9270755314,-0.00974019756767965,-2.3535331396669,-1.96154215195826,-4.93626691872686e-07,0.686535980066256,-0.12282917025568,-0.676193804990502,-0.00236100784006265,-6.25389221092119e-05,-0.00113617124300528,-27187.015556139,32619.9293389267,0,-2.35353290071277,-1.96154427493248,0,0.686535980066256,-0.12282917025568,-0.676193804990502,-0.00236100784006265,-6.25389221092125e-05,-0.000136171243005274
9640,-27210.5438013191,32600.3031652983,-0.00974510079593734,-2.35211729658598,-1.96323972532203,-4.8701374419398e-07,0.68093851623419,-0.113024112693003,-0.672707261798365,-0.00236119053391769,-6.00486991857159e-05,-0.00113633359402743,-27210.543806812,32600.305407497,0,-2.35211702974956,-1.9632418407364,0,0.68093851623419,-0.113024112693003,-0.672707261798365,-0.00236119053391769,-6.00486991857166e-05,-0.000136333594027424
9650,-27234.0578883566,32580.6622844384,-0.00974993774019443,-2.35070022889021,-1.96493627702445,-4.80370083452503e-07,0.675333562993364,-0.103349217417771,-0.669167062417203,-0.00236137527006877,-5.75635403042197e-05,-0.00113646972095934,-27234.0578926526,32580.6645055186,0,-2.35069993436101,-1.96493838454427,0,0.675333562993364,-0.103349217417771,-0.669167062417203,-0.00236137527006877,-5.75635403042204e-05,-0.000136469720959333
9660,-27257.5577986123,32561.0044431725,-0.00975470809899924,-2.34928193731578,-1.96663180617874,-4.73696838183148e-07,0.669722034811974,-0.0938029063622696,-0.665574938098871,-0.00236156203859792,-5.50838643254333e-05,-0.00113657974434225,-27257.5578014202,32561.0066432158,0,-2.3492816152848,-1.96663390547293,0,0.669722034811974,-0.0938029063622696,-0.665574938098871,-0.00236156203859792,-5.50838643254339e-05,-0.000136579744342244
9670,-27281.0435198511,32541.3296517302,-0.00975941158196962,-2.34786242259954,-1.96832631189876,-4.6699509394071e-07,0.664104806595585,-0.0843836096453679,-0.661932567619242,-0.00236175082980796,-5.26100868666505e-05,-0.0011366637886192,-27281.0435208818,32541.3318308217,0,-2.34786207325928,-1.96832840263977,0,0.664104806595585,-0.0843836096453679,-0.661932567619242,-0.00236175082980796,-5.26100868666511e-05,-0.000136663788619198
9680,-27304.5150398451,32521.6379203503,-0.00976404790936888,-2.34644168547906,-1.97001979329906,-4.60265894472936e-07,0.658482714991757,-0.075089766472924,-0.658241578600266,-0.00236194163421119,-5.01426202504789e-05,-0.00113672198209306,-27304.5150388114,32521.6400785784,0,-2.3464413090234,-1.97002187516269,0,0.658482714991757,-0.075089766472924,-0.658241578600266,-0.00236194163421119,-5.01426202504795e-05,-0.000136721982093057
9690,-27327.9723463741,32501.92925928,-0.00976861681169399,-2.3450197266926,-1.97171224949483,-4.53510242970747e-07,0.652856559658975,-0.0659198259735943,-0.654503548809548,-0.00236213444251784,-4.76818734543639e-05,-0.00113675445688417,-27327.9723429907,32501.9313967369,0,-2.34501932331676,-1.97171432216014,0,0.652856559658975,-0.0659198259735943,-0.654503548809548,-0.00236213444251784,-4.76818734543645e-05,-0.000136754456884166
9700,-27351.4154272249,32482.2036787757,-0.00977311802927651,-2.34359654697906,-1.97340367960195,-4.46729103394804e-07,0.647227104500386,-0.056872247973339,-0.650720007436929,-0.00236232924562418,-4.52282520609092e-05,-0.00113676134888768,-27351.4154212086,32482.2057955566,0,-2.34359611687961,-1.97340574275109,0,0.647227104500386,-0.056872247973339,-0.650720007436929,-0.00236232924562418,-4.52282520609098e-05,-0.000136761348887677
9710,-27374.8442701918,32462.4611891025,-0.00977755131189728,-2.34217214707803,-1.97509408273692,-4.39923401873978e-07,0.641595078862865,-0.0479455037117651,-0.646892436347654,-0.00236252603460032,-4.27821582089948e-05,-0.00113674279773053,-27374.8442612616,32462.4632853061,0,-2.34217169045281,-1.97509613605505,0,0.641595078862865,-0.0479455037117651,-0.646892436347654,-0.00236252603460032,-4.27821582089954e-05,-0.000136742797730532
9720,-27398.2588630767,32442.7018005342,-0.00978191641841533,-2.34074652772975,-1.97678345801695,-4.33094028171117e-07,0.635961178701988,-0.0391380765033238,-0.643022271311809,-0.00236272480067777,-4.03439905456955e-05,-0.00113669894672812,-27398.2588509535,32442.7038762627,0,-2.34074604477788,-1.97678550119209,0,0.635961178701988,-0.0391380765033238,-0.643022271311809,-0.00236272480067777,-4.03439905456961e-05,-0.000136698946728118
9730,-27421.6591936888,32422.9255233537,-0.00978621311641185,-2.33931968967512,-1.97847180455987,-4.26241837215105e-07,0.630326067713474,-0.0304484623462498,-0.639110903209761,-0.00236292553523671,-3.7914144179e-05,-0.00113662994284061,-27421.6591780955,32422.9275787124,0,-2.33931918059695,-1.97847383728276,0,0.630326067713474,-0.0304484623462498,-0.639110903209761,-0.00236292553523671,-3.79141441790006e-05,-0.000136629942840606
9740,-27445.0452498444,32403.1323678525,-0.00979044118184977,-2.33789163365565,-1.98015912148419,-4.19367650693717e-07,0.624690378431743,-0.0218751704820072,-0.635159679213422,-0.00236312822979302,-3.54930106313336e-05,-0.00113653593662898,-27445.0452305062,32403.1344029502,0,-2.3378910986528,-1.98016114344821,0,0.624690378431743,-0.0218751704820072,-0.635159679213422,-0.00236312822979302,-3.54930106313342e-05,-0.000136535936628973
9750,-27468.4170193678,32383.3223443311,-0.00979460039874954,-2.33646236041349,-1.98184540790909,-4.12472258704822e-07,0.619054713296174,-0.0134167239078861,-0.631169903943213,-0.00236333287598507,-3.30809777938839e-05,-0.00113641708221073,-27468.4169960118,32383.3243592795,0,-2.33646179968885,-1.98184741881007,0,0.619054713296174,-0.0134167239078861,-0.631169903943213,-0.00236333287598507,-3.30809777938845e-05,-0.000136417082210724
